text@ayo1982f	@ayo1982f	918.0	918.39	ооо//
text@ayo1982f	@ayo1982f	924.48	925.11	да / да! #смеется# #одновременно# //
text@ayo1982f	@ayo1982f	930.097	933.057	Щас как-то надо так рассказывать чтобы ничего плохого о нём не рассказывать // 
text@ayo1982f	@ayo1982f	933.59	937.89	у меня была шутка что я выросла в те времена / когда у отцов было немодно любить детей //
text@ayo1982f	@ayo1982f	938.97	945.2	имеется в виду / что сейчас / там эти суперотцы в instagram / дочки / всё остальное / тогда такого не было //
text@ayo1982f	@ayo1982f	945.79	951.47	ну то есть у меня отец / военный // который уходил на службу с утра / вечером приходил со службы //
text@ayo1982f	@ayo1982f	952.05	958.08	и / он // мне кажется / воспитывал меня как вот ну / у него были солдаты / вот // я была такой же солдат //
text@ayo1982f	@ayo1982f	958.29	961.23	должно быть там / чисто все должны быть чем-то заняты //
text@ayo1982f	@ayo1982f	961.31	967.07	я не считаю вообще что он плохой / или его методы воспитания плохие мне кажется ну как-то / у всех такая была ситуация //
text@ayo1982f	@ayo1982f	967.51	973.81	я помню что мы там с сетрой могли валяться на диване / там #нрзб# заниматься какой-то фигней / и видеть в окно что идет папа вставать / и начинать // 
text@ayo1982f	@ayo1982f	974.08	978.05	#смеется# что-то делать там типа // я / вот / учу уроки или там //
text@ayo1982f	@ayo1982f	978.19	997.315	ну то есть ему не сильно нравилось как // ааа / когда ты там ничего не делаешь / или когда ты / спишь до обеда // есть всё надо было с хлебом // ну т... #нрзб# / такая / не знаю / советская семья // мне кажется таких семей было миллионы // но он был / очень строгим да // я его боялась / вообще / панически //
text@ayo1982f	@ayo1982f	1000.575	1014.475	ну как мне щас папа говорит / что ты меня боялась не потому что я был строгий а потому что мама тебе говорила всегда / #нрзб# ща придет папа / я ему все расскажу / значит // я папе говорю ну если б ты был добрым и весёлым / ну вряд ли бы мамины угрозы / #смеётся# / так действовали //
text@ayo1982f	@ayo1982f	1019.54	1020.94	#цокает# / да! //
text@ayo1982f	@ayo1982f	1025.74	1027.2	я / эм//
text@ayo1982f	@ayo1982f	1029.57	1040.27	блин я не хочу ничего на эту тему рассказывать / потому что / с... эм / ну / это всё / неправильно // говорить / о родителях / какие-то личные такие вещи //
text@ayo1982f	@ayo1982f	1040.79	1051.28	но я отцу / сказала что я добилась / чего-то в жизни / только потому что я всю жизнь пыталась тебе доказать что // меня можно любить / и мной можно гордиться //
text@ayo1982f	@ayo1982f	1051.83	1086.01	у меня  папа / я не знаю как это / вот / эээ / такой тип людей который там / н... не может тебя обнять / или там сказать я тебя люблю / ну имеется в виду / вот он такой / мужик / ему вот / н... не свойственно эти проявления / там чувств / ни в адрес там меня / ни в адрес моей мамы // ну то есть он такой вот // ну / нуу он там / всё для нас делал / у нас всё было всегда / ну то есть // в плане того что как / глава семьи всё было сделано // но как маленькая девочка / вот я выросла там с каким-то синдромом отличницы / ещё что-то / потому что папа всегда // ну / тебя за что-то критиковал //
text@ayo1982f	@ayo1982f	1086.39	1110.23	у меня это иногда отзывается такой болью когда я вижу там своих друзей и там / вот мы сейчас / с дочкой моей #чмокает# / вот мое счастье / вот это всё в социальных сетях я не знаю как это всё на самом деле // и я думаю / блин вот это // любовь / вот папа / а нуу // т...  такого же не было / мы должны были себя хорошо вести / не ной / не жалуйся / понимаешь я там / пошла играть в КВН / и там нас стали показывать по телевизору / это вот успех там // вот//
text@ayo1982f	@ayo1982f	1110.82	1124.77	там я помню // папа приехал / мы вышли по-моему в финал Высшей лиги / и он приехал на эту игру // и это был вообще первый раз в жизни когда он пришел посмотреть / на мой КВН / а я в него играла десять лет // и я такая вообще там вне себя / #смеется# / от счастья //
text@ayo1982f	@ayo1982f	1125.2	1133.27	или там / когда мне / папина жена сказала он на самом деле тобой гордится он там всем нашим друзьям рассказывает про тебя / ещё что-то // мне так приятно //
text@ayo1982f	@ayo1982f	1133.33	1137.59	но папа сам этого не показывает // ну вот он / н... не знаю / не может //
text@ayo1982f	@ayo1982f	1143.78	1148.39	вот кстати я думаю что папа хотел сына // потому что он меня воспитывал как сына //
text@ayo1982f	@ayo1982f	1148.62	1161.46	я когда закончила школу / я хотела поступать в кадетское / просто девочкам нельзя было // туда #нрзб# / поступать // нуй... // ну то есть / я / вот бы / продолжала династию военного // то есть вот / ну // у папы династия / он вот военный / отец его был военный //
text@ayo1982f	@ayo1982f	1161.9	1178.88	и мы всю жизнь / жили / в военных городках / в разных частях там / мира // и ты себя / ну то есть вот мне сказали какой у тебя родной город // вот никакого // ну там // твоя школа // ну там я училась в семи-восьми школах / и вот как бы / нет / моей какой-то школы //
text@ayo1982f	@ayo1982f	1179.47	1194.94	и// я помню / когда меня спросили вот как к... // к кому ты себя причисляешь // я говорю // ну вот мы лётчики // ну какая-то вот такая у меня мысль была / и папа там аж /  чуть не #смеется# не / не слезу пустил когда я ему рассказала // какая-то гордость была / то есть ну //
text@ayo1982f	@ayo1982f	1195.98	1206.08	я же из тех времен / когда мама вышла замуж за военного / когда считалось что если ты вышла замуж за военного то всё / жизнь удалась // ну то есть / тогда же военные много зарабатывали / это было почётно / это //
text@ayo1982f	@ayo1982f	1206.79	1209.92	а это был лётчик-истребитель / ты себе вообще можешь представить / что это? //
text@ayo1982f	@ayo1982f	1211.93	1219.55	у меня был случай в детском саду // папа / мама не успевала меня забрать а я училась в старшей группе и папа пришел меня забрать / и приехал сразу с полётов //
text@ayo1982f	@ayo1982f	1220.34	1227.76	он был в таком сером лётном костюме // и у него этот шлемофон // и он вот так идёт через двор детсада / мы тут с детьми тусуемся //
text@ayo1982f	@ayo1982f	1228.28	1239.49	и это знаешь // как в рапиде // как будто вот Армагеддон / то есть он идёт там / дети которые // #смеется# / я была самой популярной девочкой в детском саду / мне все #нрзб# а когда он ещё придёт а когда он придёт? //
text@ayo1982f	@ayo1982f	1240.11	1253.14	почему ты хотела так понравиться и почему / потому что ты ещё невероятно им гордилась / ну то есть // понимаешь? // я и сейчас им // невероятно горжусь то есть / когда ты там // ну // поэтому хотелось / хотелось соответствовать не знаю / как это сказать //
text@ayo1982f	@ayo1982f	1254.51	1256.06	да! / это всё так / ну //
text@siy1984f	@siy1984f	914.33	917.58	ты / в старых своих стендапах часто / рассказывала об отце //
text@siy1984f	@siy1984f	918.96	929.86	это гениально написанная шутка // прости / просто она настолько красивая что с каждым поворотом // ключа // в нашем доме становилось всё чище и чище / это просто ну прям красиво / браво //
text@siy1984f	@siy1984f	938.974	940.524	#одновременно# ну... / действительно такие времена были //
text@siy1984f	@siy1984f	974.09	974.78	убираться! #смеется# //
text@siy1984f	@siy1984f	997.6	999.6	а это хорошее чувство когда ребенок боится отца? //
text@siy1984f	@siy1984f	1015.61	1019.1	ну слушай ну ты вышла с ним на этот разговор / это уже/ круто //
text@siy1984f	@siy1984f	1021.74	1024.0	что это был за момент / что ты решила ему рассказать? //
text@siy1984f	@siy1984f	1077.671	1078.031	#нрзб#
